filepath,filename,parent_folder,original_class,mapped_class,duration_seconds,sample_rate,channels,extension,file_size_bytes,sha256,recording_group,validity_status
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/33.wav,33.wav,Noise,Noise,NOISE,4.635,48000,1,.wav,445186,fbc7c81b5d2e5c987644185594104d45804bd29d63e72148e8bc527bc6b4f4c7,Noise_33,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/34.wav,34.wav,Noise,Noise,NOISE,28.915,48000,1,.wav,2776070,859da4582b40ac6e24a7d0405602427787739c6890c627bc3dc67032786b956f,Noise_34,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/35.wav,35.wav,Noise,Noise,NOISE,86.4869,48000,1,.wav,8302972,6ac8a6683e593db6949f0550740b55dcb5b8a111ab6e037ed5139a68a9c5ab98,Noise_35,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/36.wav,36.wav,Noise,Noise,NOISE,14.1994,48000,1,.wav,1363366,5e6f081376091f600142e28204056324172589581ac39a1d86b24ab86332107a,Noise_36,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/37.wav,37.wav,Noise,Noise,NOISE,20.1789,48000,1,.wav,1937404,eddd6f19e90450c8c3fcfe9e73e5979a8a23b616909786925c3a0ebc75470f01,Noise_37,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/38.wav,38.wav,Noise,Noise,NOISE,19.6631,48000,1,.wav,1887890,490f96fc29808d3165ec8ac74f59413c20373d52a231ba3afe8d4442c0e53c7b,Noise_38,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/39.wav,39.wav,Noise,Noise,NOISE,82.2629,48000,1,.wav,7897462,d89e4360fe5001d43d00f1d2a48899197b70a9b326bdf92f77b4bd7baeed3248,Noise_39,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/4.wav,4.wav,Noise,Noise,NOISE,1.6901,48000,1,.wav,162476,6749713fecb501cd70d377fc2ed754b642355422f4bd18f3f58d8b5f30c2db1c,Noise_4,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/40.wav,40.wav,Noise,Noise,NOISE,34.5556,48000,1,.wav,3317562,c550ed5cfb04f351ce9d311566f3ffe5089a2313fea15c74b246846471f3e641,Noise_40,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/41.wav,41.wav,Noise,Noise,NOISE,64.2115,48000,1,.wav,6164528,d56f9e7709883f1bbc4487f33b3affc384df0fdbe20da2ce11551af70f2d3616,Noise_41,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/42.wav,42.wav,Noise,Noise,NOISE,41.5183,48000,1,.wav,3985980,9273c4606d0315577e97651744fb29e5a6ce1b277bc96b4b96a4998ca2f56ddb,Noise_42,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/43.wav,43.wav,Noise,Noise,NOISE,29.6559,48000,1,.wav,2847194,9e3b02e6591b39278150af69990bf89bd0c76a6379c2b2473ba789ec509d30c1,Noise_43,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/44.wav,44.wav,Noise,Noise,NOISE,55.9594,48000,1,.wav,5372330,391b944cfff79868f770936f3e7feef9a4f54c323630c604d555c234640c874a,Noise_44,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/45.wav,45.wav,Noise,Noise,NOISE,52.3491,48000,1,.wav,5025742,3b77a65152ae60f0484ae9f0070e19fc6963c1f4b98c3445612516934caf29a1,Noise_45,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/46.wav,46.wav,Noise,Noise,NOISE,34.2977,48000,1,.wav,3292806,f4490bfaf9bfdcc35d0c77e895c3657ee1ae32796aac74c596bd4e72f14f3429,Noise_46,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/47.wav,47.wav,Noise,Noise,NOISE,32.3636,48000,1,.wav,3107136,ccf0e97b77d5b865ce2a0220a405d041a2a9f03196cf88686a6d12d1758687dd,Noise_47,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/48.wav,48.wav,Noise,Noise,NOISE,47.3205,48000,1,.wav,4542996,abc2ca2d4983baac62e8dba8c93e766d2da3b3ff3c1b36ce038188c8ca3af5c3,Noise_48,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/49.wav,49.wav,Noise,Noise,NOISE,30.9206,48000,1,.wav,2968608,e80996f3e2be7192c21df049e6086012ce80b566308e73e8871aaf2741ee31eb,Noise_49,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/5.wav,5.wav,Noise,Noise,NOISE,104.0445,48000,1,.wav,9988504,1770d68861ed8a3a14963a9556549478a75a3d2029d7debddf0e30d0d48b4896,Noise_5,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/50.wav,50.wav,Noise,Noise,NOISE,26.2063,48000,1,.wav,2516030,5609529cb504c654e08074916cfc1c83514727bbcea47fd8fd50400ecd59f80f,Noise_50,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/51.wav,51.wav,Noise,Noise,NOISE,2.6345,48000,1,.wav,253140,dee81dc77287ea43712a77c4df3754ebe482078db5bf4d2a7272fc84ef2496bc,Noise_51,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/52.wav,52.wav,Noise,Noise,NOISE,7.7648,48000,1,.wav,745650,298e3a8bd8244b2fc8b1fda4f2c09e938fab2e47322ae023360804c5c475cb28,Noise_52,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/53.wav,53.wav,Noise,Noise,NOISE,7.4875,48000,1,.wav,719028,cbf4f3efff5a42e10a73d9a15f5149759ea7afdcc46daec91e0a8912e8c6ea3e,Noise_53,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/54.wav,54.wav,Noise,Noise,NOISE,18.5801,48000,1,.wav,1783918,56cd2fb4866ca439b016a492e495f14214a257fa29141c74f35400a3d78e16a5,Noise_54,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/55.wav,55.wav,Noise,Noise,NOISE,32.8618,48000,1,.wav,3154964,1d9b76b9a7424cc0081e0c2fce858a61217e5746976ee0865b6a3b75da33d0bb,Noise_55,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/56.wav,56.wav,Noise,Noise,NOISE,27.0382,48000,1,.wav,2595898,3e643a55a954a0c233999c68cde8240b1d9f922ce5efcc49571237d5eeebe38b,Noise_56,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/57.wav,57.wav,Noise,Noise,NOISE,18.5801,48000,1,.wav,1783920,93dca857a63f92d589af69c757d19f15477e0b72eeace2a1ca1fd1ebd491a241,Noise_57,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/58.wav,58.wav,Noise,Noise,NOISE,30.366,48000,1,.wav,2915364,33b1c867a97bbd891474bb43a9422c5aee9daba1f827f551728495b91dd5a738,Noise_58,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/59.wav,59.wav,Noise,Noise,NOISE,52.2739,48000,1,.wav,5018522,bc87b024772a30803d4e0d77bf0479664a7d07e3be1e1d48abd7279237540511,Noise_59,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/6.wav,6.wav,Noise,Noise,NOISE,82.6691,48000,1,.wav,7936458,156c2dce46e88c1c95cc4ad6f21f56364530c58e0de4421330bfccd267968c78,Noise_6,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/60.wav,60.wav,Noise,Noise,NOISE,36.7443,48000,1,.wav,3527676,cd9767cf1aa079b44b15b0a7824b429337fef4598ce0dd2e876d44ae209535ab,Noise_60,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/61.wav,61.wav,Noise,Noise,NOISE,92.792,48000,1,.wav,8908256,e9ac1c5384595a6d13c51cbf2f335e6a100b14e980d6ed7c4b3f26129bf19026,Noise_61,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/62.wav,62.wav,Noise,Noise,NOISE,68.0474,48000,1,.wav,6532782,b6c4893f8f37237be6738b8ff03271248c20537a25f37d4fd745119d59441b07,Noise_62,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/63.wav,63.wav,Noise,Noise,NOISE,79.3887,48000,1,.wav,7621542,5ef68d35256f5443b3625a58ea26ef2cefab25b7f9e51b186e9ef31812f68831,Noise_63,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/64.wav,64.wav,Noise,Noise,NOISE,73.718,48000,1,.wav,7077160,9f27383e02d83b79446b7af9b78bec3175e654ce90390be205754b48d63b8fbc,Noise_64,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/65.wav,65.wav,Noise,Noise,NOISE,57.7372,48000,1,.wav,5543000,dad78efe4eb70945ccac2c731ca695805baba421d0d77e1e049edf8ac63740cb,Noise_65,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/66.wav,66.wav,Noise,Noise,NOISE,37.6323,48000,1,.wav,3612928,3d8e97da082f30f4dc53fdaed322fbd9d2b783e9b20a89ceb4fc3bb23e74fb86,Noise_66,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/67.wav,67.wav,Noise,Noise,NOISE,52.0666,48000,1,.wav,4998622,32ecb40d0e5b4e8d6b5516ff0387001bb5646b0ba9979e7d4b42024d765f2aa1,Noise_67,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/68.wav,68.wav,Noise,Noise,NOISE,59.2837,48000,1,.wav,5691468,ba9b8a1d8330a49c0209fb46fd0277eec0e3ce97d045028c531f38f0da214c36,Noise_68,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/69.wav,69.wav,Noise,Noise,NOISE,65.9854,48000,1,.wav,6334826,0d13b68a6f6a5200d27314378df588665fc67892b5ed3e6a13e9d2fd5f813cd6,Noise_69,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/7.wav,7.wav,Noise,Noise,NOISE,79.3211,48000,1,.wav,7615054,45fdfcf2b9278affc536c7052e436855e9e8fd0a6e3e35c5a9ba01539f28bc27,Noise_7,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/70.wav,70.wav,Noise,Noise,NOISE,90.2144,48000,1,.wav,8660810,52c2e45528407403a35828d710f6b19bc12c419c9e4c69909fe6e968676597b9,Noise_70,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/71.wav,71.wav,Noise,Noise,NOISE,2.7539,48000,1,.wav,264594,2b97d94717c95cbd10d0ceb25ceb3d3918dd8510997f0e389e44b75eb2ae4690,Noise_71,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/72.wav,72.wav,Noise,Noise,NOISE,6.1879,48000,1,.wav,594250,66cf44045206ff03a74c9995c0f12c17eb60fb1e1a4a9bb79d9b937f520e6183,Noise_72,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/73.wav,73.wav,Noise,Noise,NOISE,2.21,48000,1,.wav,212372,31ecd19e1e3d91130171b7c04dbf07de53c1882d32ed0952aaa537cac9730d4d,Noise_73,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/74.wav,74.wav,Noise,Noise,NOISE,6.0519,48000,1,.wav,581196,572ae19e6dc9092acce42bd5fe512e38a43d4d82ab5fd10cc64d5b2f8efc5c9c,Noise_74,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/75.wav,75.wav,Noise,Noise,NOISE,3.9439,48000,1,.wav,378832,bb86e81b1a409ae3ded82b3567d2bad2b89ce2ba95a535bc1746d1332d5f56f2,Noise_75,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/76.wav,76.wav,Noise,Noise,NOISE,27.2365,48000,1,.wav,2614840,b81dd67e3009a5f768fa2b4f137a5a97370131d594cdd706b0ac1a55de27dd19,Noise_76,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/77.wav,77.wav,Noise,Noise,NOISE,32.9974,48000,1,.wav,3167882,11445fad7d46d3b8d22fc7b399fc501de4ef71cdf3c9722d91737724560f51ba,Noise_77,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/78.wav,78.wav,Noise,Noise,NOISE,22.7568,48000,1,.wav,2184790,e5dbfea74cd847105d81a313a9a278403b2f58e301283ed6c2c9701b5189464c,Noise_78,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/79.wav,79.wav,Noise,Noise,NOISE,18.2055,48000,1,.wav,1747860,ae859035da09e9947605397942a6d0c7402f0757c08607d205bc8f3d374ffb74,Noise_79,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/8.wav,8.wav,Noise,Noise,NOISE,40.4,48000,1,.wav,3878626,6b9f1f2602bf200b6ec7c519d0d00f67833ed05bc51fefc34b0c63877c7825ef,Noise_8,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/80.wav,80.wav,Noise,Noise,NOISE,52.3407,48000,1,.wav,5024840,eba1d5b868f829a121c2ee39395c2fed55769eb12d0dab341c7c32d703b29588,Noise_80,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/81.wav,81.wav,Noise,Noise,NOISE,40.9622,48000,1,.wav,3932512,f9488f8414b6fa072487ab0bd77eff63c772516cc5399ed1d9e69e44f0cdcc40,Noise_81,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/82.wav,82.wav,Noise,Noise,NOISE,61.3839,48000,1,.wav,5892990,5075a72fe5792ee580575a97b4cebd9ab359592acb1249fb855185854a705ab8,Noise_82,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/83.wav,83.wav,Noise,Noise,NOISE,31.8287,48000,1,.wav,3055690,28642ff036174042dc35ca5dfc1097845278f420c0caefef090b5112a26a5cf9,Noise_83,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/84.wav,84.wav,Noise,Noise,NOISE,54.5635,48000,1,.wav,5238230,99b76113da450f7a9614b11ef55b3bd710f856baa0893b5b7eb766a825d2e9c5,Noise_84,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/85.wav,85.wav,Noise,Noise,NOISE,12.4846,48000,1,.wav,1198660,b3ae5eff120e09a8a14d73f131c6a67685cdbd3fb08fb0cdfd8bfc24800de8b3,Noise_85,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/86.wav,86.wav,Noise,Noise,NOISE,0.5764,48000,1,.wav,55466,21cc703519c776dd664ba653c11a6635793ae90bdfbd3293457ec07f3724a322,Noise_86,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Noise/9.wav,9.wav,Noise,Noise,NOISE,53.3487,48000,1,.wav,5121702,e6f2fe6b58d8a58c5e08f782f36b600157091acbb25a0f6dcc10b2746f8ef15b,Noise_9,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/1.wav,1.wav,Unhealthy,Unhealthy,ABNORMAL,22.6015,48000,1,.wav,2169970,c745ab0ef849fda92ca43ac01ddd066a8570484d74c6e6d8990a5e83c97c4582,Unhealthy_1,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/10.wav,10.wav,Unhealthy,Unhealthy,ABNORMAL,22.6015,48000,1,.wav,2169970,b4362746f590703c38754eb0f35950f3ee075854391e610341060604b76864d8,Unhealthy_10,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/100.wav,100.wav,Unhealthy,Unhealthy,ABNORMAL,1.1793,48000,1,.wav,113348,1f7279e5c2f405468b783fa4ed19a550de5fe5b79b17b7a2a1b534c5c952a07b,Unhealthy_100,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/101.wav,101.wav,Unhealthy,Unhealthy,ABNORMAL,0.5409,48000,1,.wav,52062,cf7bcdf5b76aee9656b50d38ee3b7bbcbdbe715a24d4d58b7f03952bdddf8625,Unhealthy_101,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/102.wav,102.wav,Unhealthy,Unhealthy,ABNORMAL,0.603,48000,1,.wav,58020,9c3dbcaa11c14707f18dc3a04a0a2475c7b6e7a2a3a63c67d665ffa1008edc7a,Unhealthy_102,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/103.wav,103.wav,Unhealthy,Unhealthy,ABNORMAL,0.9222,48000,1,.wav,88664,2fa945749e49497528dde00b2fadd0859ccf789431b60a6a141eead907465cb6,Unhealthy_103,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/104.wav,104.wav,Unhealthy,Unhealthy,ABNORMAL,0.8956,48000,1,.wav,86110,39f9fc1b77316ac321dd1cb7c270f3c520a34217b97c11499415bf36a2ac8f2e,Unhealthy_104,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/105.wav,105.wav,Unhealthy,Unhealthy,ABNORMAL,0.7537,48000,1,.wav,72490,416bca69c09cb1832e2759d79d9d112cf60d84e359b29edfbe1e085d7ca7b4de,Unhealthy_105,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/106.wav,106.wav,Unhealthy,Unhealthy,ABNORMAL,0.8246,48000,1,.wav,79300,0d97b9c8e70ef8a228d809ca0d676e7fd249e145c68e44ad0742334f3c3cb0b1,Unhealthy_106,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/107.wav,107.wav,Unhealthy,Unhealthy,ABNORMAL,1.0108,48000,1,.wav,97176,3b2289ee69f7e56122ab8cf0cc8f818f33dc9ad631be60bd13cef60dc262041a,Unhealthy_107,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/108.wav,108.wav,Unhealthy,Unhealthy,ABNORMAL,0.9133,48000,1,.wav,87812,1d71f6b1520733a1dde58c6594b68e9abf049ba74dbdd873b39bc2de21ca8127,Unhealthy_108,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/109.wav,109.wav,Unhealthy,Unhealthy,ABNORMAL,0.8778,48000,1,.wav,84408,6b0b2022e6ad02d6a3e1e44b43c96d2447c94ca01b1081e21cae3c2f4ce513ff,Unhealthy_109,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/11.wav,11.wav,Unhealthy,Unhealthy,ABNORMAL,12.0541,48000,1,.wav,1157424,070444caf7108fa0d241daf47b9bd9172a080fb97100c60445238cde94964013,Unhealthy_11,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/110.wav,110.wav,Unhealthy,Unhealthy,ABNORMAL,0.7625,48000,1,.wav,73340,45c824e9aae39cab7a00940c07ac158bc47d31ed8e42d88b5e1f65054a76ffe5,Unhealthy_110,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/111.wav,111.wav,Unhealthy,Unhealthy,ABNORMAL,1.2813,48000,1,.wav,123138,9b2adb486a4673b05a7ef92cad7822e089c7b0e1a3ab8636d0065054e9a29da8,Unhealthy_111,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/112.wav,112.wav,Unhealthy,Unhealthy,ABNORMAL,0.5143,48000,1,.wav,49508,bdf48cd5bfcb0fd746d701d4154b8b1f505c7cae6f24c7edfb5f2cdf76dedb56,Unhealthy_112,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/113.wav,113.wav,Unhealthy,Unhealthy,ABNORMAL,0.7049,48000,1,.wav,67808,7127a9be76c8f1a737f2f555c3f465ba2740a9f62cd27b0a606b84a54e47d318,Unhealthy_113,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/114.wav,114.wav,Unhealthy,Unhealthy,ABNORMAL,0.603,48000,1,.wav,58020,339cd0047de11706427a61bb35b1903ed9c48900b7bdef5c2ec6c33722f76e70,Unhealthy_114,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/115.wav,115.wav,Unhealthy,Unhealthy,ABNORMAL,0.5719,48000,1,.wav,55040,23ff4a92977da96358bb12acb560df8a54d1731ba6188106e5ab203de7c902cc,Unhealthy_115,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/116.wav,116.wav,Unhealthy,Unhealthy,ABNORMAL,1.0596,48000,1,.wav,101856,d6760eda23a646a7d39917ca91e7579409d79c108cc76eed1804e988b7aa9168,Unhealthy_116,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/117.wav,117.wav,Unhealthy,Unhealthy,ABNORMAL,0.8379,48000,1,.wav,80576,784fb4f28183de6359859f2ee2cf9a03b3bafdfdb6b3f915f5a33df1b31f26b7,Unhealthy_117,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/118.wav,118.wav,Unhealthy,Unhealthy,ABNORMAL,1.1039,48000,1,.wav,106114,5c737192903213e417dfa70fd01458872c6c5333cee2b91c9e1dfa7e827766b5,Unhealthy_118,VALID
Poultry Vocalization Signal Dataset for Early Disease Detection/Poultry Vocalization Signal Dataset for Early Disease Detection/Chicken_Audio_Dataset/Unhealthy/119.wav,119.wav,Unhealthy,Unhealthy,ABNORMAL,0.8202,48000,1,.wav,78874,87d307d03f96e1975fa4d7c95bdde79bf9449ca161acc1b273b90255d8be52de,Unhealthy_119,VALID
